article_id,title,url,content_hash,published_date,source,category,english_title,english_summary,ai_processed_at,include_on_site
3058243423c98c02,https://www.etoday.co.kr/news/view/2597707,"한국양토양록농협, 국내산 햇녹용 수매 출정식 개최","이투데이=이령 기자 | -국내산 녹용의 시발점, 햇녹용 수매 6월말부터 대장정 시작 한국양토양록농협(조합장 안현구)이 지난 22일 곤지암 경제사업장에서 2026년 국내산 햇녹용 수매 출정식을 진행했다. 이번 출정식을 통해...",2026-06-29,etoday.co.kr,업계소식,Korean Deer Velvet Cooperative Launches New Season Procurement,The Korean Deer Velvet Cooperative held a launch ceremony for the 2026 new season velvet procurement starting from late June. This marks the beginning of the domestic velvet supply chain.,2026-07-01T08:54:31Z,TRUE
279a45eb36e37bdc,http://www.samdailbo.com/news/articleView.html?idxno=266658,"㈜녹용축산유통, 대한적십자사 레드크로스아너스클럽 가입",대한적십자사 제주특별자치도지사(회장 정태근)는 지난 24일 지사회장실에서 ㈜녹용축산유통(대표 이창휴·조희순)이 고액 기부자 모임인 '레드크로스아너스클럽'에 가입했다고 밝혔다. 이날 가입식에서 ㈜녹용축산유통은...,2026-06-28,samdailbo.com,업계소식,Deer Velvet Livestock Distribution Company Joins Red Cross Honors Club,"A Korean deer velvet livestock distribution company has joined the Red Cross Honors Club, a high-donor organization under the Korean Red Cross Jeju branch. The company made a significant charitable contribution through this membership.",2026-07-01T08:54:31Z,TRUE
fc73e01a495ca555,https://www.edaily.co.kr/news/newspath.asp?newsid=04592006645485656,"'무허가 녹용 절편' 유통업자들, 추가 이익 꿀꺽…줄줄이 처벌",무허가로 제조된 녹용절편을 사들여 한의원과 한약국 등에 유통한 업자들이 법원에서 잇따라 약사법 위반 유죄 판결을 받았다. 의약품 제조업 허가 없이 녹용절편을 제조한 업자로부터 제품을 구입한 뒤 되팔아...,2026-06-26,edaily.co.kr,규제정책,Unauthorized Deer Velvet Product Distributors Face Legal Penalties,Distributors who sold unauthorized manufactured deer velvet products to oriental medicine clinics and pharmacies have been convicted of violating pharmaceutical laws. Multiple distributors purchasing unlicensed deer velvet products and reselling them to medical institutions face prosecution.,2026-07-01T08:54:31Z,TRUE
b3f9ff31de0139e9,http://www.mjmedi.com/news/articleView.html?idxno=62743,[기고] 한의학 기반 줄기세포 활성 치료 (3),"녹용의 분골, 죽순과 같은 고성장 조직에서는 핵산 대사와 함께 폴리아민이 풍부하게 존재한다. 이는 조직 재생이 단순히 DNA 재료 공급만으로 이루어지는 것이 아니라, 세포가 성장할 수 있는 환경이 함께...",2026-06-26,mjmedi.com,건강제품,Stem Cell Activation Treatment Based on Korean Medicine Part Three,"This article discusses nucleic acid metabolism and polyamine abundance in high-growth tissues like deer velvet antler and bamboo shoots, explaining how tissue regeneration requires both DNA materials and proper cellular growth environments.",2026-07-01T08:54:31Z,TRUE
215fdb6f174ebff4,https://www.mt.co.kr/living/2026/06/25/2026062316574787531,월드컵 응원에 쌓인 피로…정관장 남성활력 'RXGIN 홍천웅'으로 푼다,"프리미엄 홍삼농축액에 홍경천 추출물(SHR-5)을 더했으며, 녹용과 구기자, 사상자, 복분자, 토사자, 오미자 등을 함유한 식물혼합농축액을 배합했다. 알엑스진의 인기는 판매 실적으로도 입증되고 있다. 제품 리뉴얼이...",2026-06-24,mt.co.kr,건강제품,Jeonggwanjang Launches RXGIN Energy Drink With Deer Velvet,"Jeonggwanjang introduces a premium red ginseng concentrate product enriched with Rhodiola extract and deer velvet, targeting male vitality and fatigue recovery. The product combines multiple herbal ingredients including goji berry and schisandra for enhanced health benefits.",2026-07-01T08:54:31Z,TRUE
ae5423b42e7f71a1,http://www.metroseoul.co.kr/article/20260624500206,[창간기획⑪-광동제약]글로벌 신약·천연물 R&D 고도화...체질개선 '속도...,광동제약 천연물융합연구개발본부는 녹용당귀등 복합추출물이 남성 전립선 비대 증상 개선에 효과가 있다는 것을 임상으로 입증하며 국내 최초 녹용을 활용한 개별인정형 원료로 식약처 허가를 받았다. 이어...,2026-06-24,metroseoul.co.kr,건강제품,Kwanddong Pharma Develops Deer Velvet Health Product Innovation,"Kwanddong Pharmaceutical's natural products R&D division has obtained Korean Food and Drug Administration approval for Korea's first individually recognized ingredient using deer velvet, demonstrating clinical efficacy in improving male prostate enlargement symptoms through a complex extract combining deer velvet and Angelica sinensis.",2026-07-01T08:54:31Z,TRUE
93cbc76b8097827f,http://www.bokuennews.com/news/article.html?no=280259,"어니스트리, 프리미엄 양태반 함유 '어삼 양태반 진 스틱' 출시","또한 6년근 홍삼, 영지버섯농축액, 대보농축액, 녹용발효추출분말 등 12종의 한방 원료와 함께 아미노산 9종, 비타민 B군, 비타민 C, 타우린, L-아르기닌 등을 배합해 영양 밸런스를 맞췄다. 진한 한방 풍미의 액상 스틱...",2026-06-23,bokuennews.com,건강제품,Earnestree Launches Premium Antler Extract Ginseng Stick,"Earnestree has launched a new premium liquid stick product containing deer antler extract combined with 12 traditional herbal ingredients including 6-year ginseng, reishi mushroom, and other nutritional components.",2026-07-01T08:54:31Z,TRUE
4bb454167278c578,http://www.hemophilia.co.kr/news/articleView.html?idxno=42764,"다양한 형태로 나타나는 이명, 원인별 치료와 관리가 중요","이를 개선하기 위해 혈을 보충하는 처방이 적용되며, 당귀나 녹용 등 관련 약재가 활용되기도 한다. 특히 산후 회복이 충분히 이뤄지지 않을 경우 이명 증상이 발생할 수 있어 적절한 산후 관리가 중요하다. 신장 기능의...",2026-06-23,hemophilia.co.kr,건강제품,Managing Tinnitus Through Blood Supplementation and Herbal Remedies,"The article discusses tinnitus treatment using blood-supplementing prescriptions, including herbal ingredients like Angelica sinensis and deer velvet. Proper postpartum care is emphasized as insufficient recovery can trigger tinnitus symptoms.",2026-07-01T08:54:31Z,TRUE
9452cdf64ba5bfe6,https://www.joongang.co.kr/article/25438639,"[Health&] 조금만 걸어도 숨차고, 기침 지속 땐 COPD일 수 있어",염증 줄이는 청폐·면역력 강화에 초점 K-심폐단은 ‘김씨녹용영동탕’과 함께 활용된다. 마황·계지... 여기에 녹용과 녹각교 등을 더해 폐의 재생력과 면역력 향상을 유도한다. 환자 맞춤형 처방은 기본이다....,2026-06-22,joongang.co.kr,건강제품,COPD Management Through Traditional Korean Medicine with Deer Velvet,Article discusses COPD symptoms and treatment approaches using traditional Korean medicine formulations that incorporate deer velvet (녹용) and deer antler cartilage (녹각교) to enhance lung regeneration and immune function. The treatment emphasizes personalized prescriptions combining various herbal ingredients with deer velvet products.,2026-07-01T08:54:31Z,TRUE
bf200e312bc9cdb2,https://www.hani.co.kr/arti/opinion/column/1264551.html,"꽃사슴도, 멧돼지도 ‘유해 동물’…누가 낙인찍었나 [정진아의 다르지...",1985년 녹용 채취를 목적으로 안마도에 들여온 꽃사슴 10여마리가 유기되며 개체 수가 급증했다. 이로 인한 주민 민원이 잇따르자 국민권익위원회는 관계 부처와 협의해 2025년 꽃사슴을 유해 야생동물로 지정하기로...,2026-06-21,hani.co.kr,규제정책,Sika Deer Designated As Harmful Wildlife In 2025,"Sika deer, introduced to Anma Island in 1985 for velvet antler harvesting, have proliferated after abandonment and will be officially designated as harmful wildlife in 2025 following citizen complaints. The designation follows consultations between the Ombudsman and relevant government agencies.",2026-07-01T08:54:31Z,TRUE
4f61e844bf5a92b1,https://www.kpanews.co.kr/news/articleView.html?idxno=537083,50대부터 급격히 약해지는 뼈…지금 챙겨야 할 영양소는,"또한 유비데카레논(CoQ10), 비타민E, 셀레늄 등의 항산화 성분과 당귀, 황기, 작약, 로열젤리, 녹용 등 생약 성분이 함유돼 있어 체력 관리와 활력 증진에도 도움을 줄 수 있다. 다만 비맥스에버프리미엄정은 전반적인...",2026-06-20,kpanews.co.kr,건강제품,Essential Nutrients for Bone Health After Age 50,"The article discusses nutritional components important for bone health in people over 50, mentioning antioxidants like CoQ10, vitamin E, and selenium, as well as traditional herbal ingredients including deer velvet for vitality and stamina management.",2026-07-01T08:54:31Z,TRUE
a650ae81e599b730,http://www.lawissue.co.kr/view.php?ud=202606191414296998f4ab64559d_12,[단독] 일반식품 광고에 '항암 특허명' 노출…안국약품 알부민 광고 적...,"식물혼합추출물분말-S에는 ""피로회복용 조성물(특허 제10-1154031호)"", 녹용발효추출분말에는 ""항염 활성을 갖는 발효녹용 추출물""이라는 표현이 함께 붙어 있다. 소비자는 제품 광고를 살펴보는 과정에서 '항암 및 면역...",2026-06-19,lawissue.co.kr,규제정책,Food Advertisements Improperly Display Medical Patent Claims,"An investigation reveals that general food products, including deer velvet fermented extract powder, are being advertised with medical patent claims such as anti-cancer and immune function benefits, which violates food advertising regulations.",2026-07-01T08:54:31Z,TRUE
da4be059d648a81b,https://news.unn.net/news/articleView.html?idxno=593667,"유한대, '미래로 출근! 실전 직무체험' 체험형 기업탐방 성료",개발한 녹용효소분해추출물 '헨키브(HENKIV®)'를 적용한 신제품 '헨키브 이뮨(HENKIV IMMUNE)'을 주제로 조별 프로젝트를 수행했다. 헨키브 이뮨은 식품의약품안전처로부터 국내 최초이자 유일하게 녹용 단일 원료의 면역...,2026-06-18,news.unn.net,업계소식,Yuhan University Completes Immersive Corporate Exploration Experience,"Yuhan Corporation showcased its deer velvet enzyme extract product HENKIV® and introduced HENKIV IMMUNE, Korea's first and only single-ingredient deer velvet immune supplement approved by the MFDS, through an experiential corporate visit program.",2026-07-01T08:54:31Z,TRUE
fede5bad1919221b,http://www.segyebiz.com/newsView/20260618513306?OutUrl=naver,"구록원, 6월 햇녹용 대규모 ‘녹용 기획전’ 진행",역대급 증정 혜택 마련 사진제공- 구록원 전통건강식품 브랜드 '구록원'이 6월 햇녹용 출시를 기념해 제품별 할인 혜택과 함께 풍성한 추가 사은품을 제공하는 '녹용 기획전'을 진행하고 있다고 18일 밝혔다. 이번 녹용...,2026-06-18,segyebiz.com,업계소식,Gurok Won Launches Major June Velvet Campaign,"Gurok Won, a traditional health food brand, is running a special velvet promotion in June featuring product discounts and generous gifts for new season velvet launch.",2026-07-01T08:54:31Z,TRUE
2d8b29a8f98a2dba,https://biz.heraldcorp.com/article/10774658?ref=naver,"정관장 ‘홍삼원’, 해외 매출이 국내 앞섰다",‘홍삼원골드’는 6년근 홍삼에 상황버섯·영지버섯농축액·녹용추출물 등을 더한 프리미엄 라인이다. 깊고 진한 풍미와 함께 활력 있는 라이프스타일을 추구하는 소비자들에게 호응을 얻고 있다. 정대한 기자,2026-06-18,biz.heraldcorp.com,무역시장,Jeonggak's Red Ginseng Product Achieves Higher Overseas Sales,"Jeonggak's 'Hong-samwon Gold' premium product line, which combines 6-year red ginseng with medicinal mushrooms and deer velvet extract, has surpassed domestic sales with stronger international performance.",2026-07-01T08:54:31Z,TRUE
1dd9849f055b8900,https://biz.heraldcorp.com/article/10773244?ref=naver,정관장 “홍삼원으로 활력 제안”…응원 열기 더한다,‘홍삼원골드’는 6년근 홍삼에 상황버섯·영지버섯농축액·녹용추출물 등을 더한 프리미엄 라인이다. 깊고 진한 풍미와 함께 활력 있는 라이프스타일을 추구하는 소비자들에게 호응을 얻고 있다. 정관장 관계자는...,2026-06-18,biz.heraldcorp.com,건강제품,Jeonggwanjang Launches Premium Red Ginseng with Deer Velvet Extract,"Jeonggwanjang introduces 'Hongsam Won Gold,' a premium line combining 6-year-old red ginseng with medicinal mushrooms and deer velvet extract. The product targets consumers seeking vitality and an active lifestyle.",2026-07-01T08:54:31Z,TRUE
f53ea0ff16b4f85a,https://www.mk.co.kr/article/12073501,“소변 보러 들어가더니 감감무소식”…5060 남성들의 말 못할 고민 [MK...,"<전립선 건강에 도움을 주는 건강기능식품 기능성 원료> ▶고시형 기능성원료(총 1종) 쏘팔메토 연료 추출물 ▶개별인정형 기능성원료(총 6종) 녹용당귀등 복합추출물, 단삼주정추출분말(SAGX), 사군자추출분말, 쏘팔메토...",2026-06-14,mk.co.kr,건강제품,Prostate Health Functional Foods Help Middle-Aged Men,"This article discusses functional food ingredients approved for prostate health support in Korea, including saw palmetto extract and deer antler compound extracts. The piece targets middle-aged men dealing with urinary health concerns.",2026-07-01T08:54:31Z,TRUE
1a623ac21d0ad098,https://www.pharmnews.com/news/articleView.html?idxno=304177,"엔지켐생명과학, 바이오·헬스 '투트랙' 전략...캐시카우 승부수","독자 개발한 녹용 유래 생체활성 물질인 피엘에이지(PLAG) 기반의 프리미엄 건기식 라인업 역시 액티브 시니어 층을 타깃으로 포지셔닝을 진행 중이다. 업계 관계자는 ""임상 데이터와 치료제 개발 데이터베이스를...",2026-06-14,pharmnews.com,건강제품,NJ Chemlife Sciences Launches Deer Velvet Based Premium Health Products,"NJ Chemlife Sciences is pursuing a dual strategy in biotech and health sectors, positioning premium functional foods based on their proprietary deer velvet-derived bioactive substance PLAG (Plag) targeting active seniors.",2026-07-01T08:54:31Z,TRUE
9ac7abdb630fb330,https://www.ekn.kr/web/view.php?key=20260612023092741,"한동녹용연구소·한동키즈튼튼, 메디킹덤 입점",녹용 브랜드 한동녹용연구소와 어린이 건강식품 브랜드 한동키즈튼튼이 대형 창고형 약국 '메디킹덤'에 입점했다고 12일 전했다. 메디킹덤은 약 800평 규모의 창고형 약국으로 다양한 건강 관련 제품을 한곳에서 만나볼...,2026-06-12,ekn.kr,수입유통,Handong Deer Velvet Brand Enters MediKingdom Warehouse Pharmacy,"Handong Deer Velvet Research Institute and Handong Kids Strong brand have launched at MediKingdom, a large-scale warehouse pharmacy. The expansion provides consumers access to deer velvet products in a major retail health product distribution channel.",2026-07-01T08:54:31Z,TRUE
05c9a596f2a66774,http://www.mjmedi.com/news/articleView.html?idxno=62650,[기고] 한의학 기반 줄기세포 활성 치료 (1),"예를 들어 녹용은 성장기 조직 재생과 관련된 펩타이드와 폴리아민 연구가 진행되고 있으며, 황기·인삼은 줄기세포 이동과 면역 조절 연구가 보고되고 있다. PDRN 기반 재생 치료 역시 단순 DNA 공급이 아니라 조직 회복...",2026-06-12,mjmedi.com,건강제품,Korean Medicine Based Stem Cell Activation Treatment Research,"This article discusses stem cell activation research using traditional Korean medicine ingredients, including deer velvet (녹용) which is being studied for its peptides and polyamines related to tissue regeneration and growth.",2026-07-01T08:54:31Z,TRUE
312245e646317ce4,https://www.ibabynews.com/news/articleView.html?idxno=151983,"[제약·바이오 트렌드] 녹십자수의약품, 제4회 G&Pet 어린이 미술대회 개...",엔지켐생명과학은 녹용의 약리 성분을 화학적으로 합성한 면역조절제 'EC-18'을 연구개발하며 축적해 온 높은 양·한방 이해도를 바탕으로 이번 협력을 추진하게 됐다. 남상천한의원은 대한민국 약침 분야의 선구자인...,2026-06-11,ibabynews.com,건강제품,EngiChem Develops Deer Velvet-Based Immune Modulator EC-18,"EngiChem Bioscience has developed EC-18, an immune modulator created by chemically synthesizing the pharmacological components of deer velvet. The company leverages its accumulated expertise in Eastern and Western medicine based on deer velvet research.",2026-07-01T08:54:31Z,TRUE
6d0382251dab213f,https://www.hankookilbo.com/news/article/A2026060816490004388?did=NA,녹용 다 빼먹고 탕탕탕...유해동물로 버려진 꽃사슴의 '살권리',꽃사슴은 녹용 등 농가소득 확대를 위해 일본·대만에서 들여왔다가 여러 이유로 탈출해 산림에 퍼져나간 동물이다. 정부는 지난해 야생생물보호법 시행규칙을 개정해 꽃사슴을 유해동물로 지정해 사살하고 있다....,2026-06-11,hankookilbo.com,규제정책,Sika Deer Culling Raises Animal Rights Concerns In Korea,The Korean government has designated sika deer as harmful wildlife and authorized culling after the animals escaped from farms and spread through forests. Sika deer were originally imported from Japan and Taiwan for deer velvet production but have become an ecological concern.,2026-07-01T08:54:31Z,TRUE
c0313d572f79cd2f,https://www.donga.com/news/Society/article/all/20260610/134087063/1,[단독]‘늑구 어벤져스’ 이번엔 안마도 출동…“꽃사슴과 공존 모색”,“전남 영광군 안마도에서는 허가를 받은 사냥꾼뿐만 아니라 녹용을 노리는 민간 업자들이 꽃사슴을... 안마도에서는 1985년경 주민이 녹용 채취를 목적으로 꽃사슴 10여 마리를 들여온 뒤 개체수가 937마리까지 늘었다....,2026-06-10,donga.com,규제정책,Illegal Deer Velvet Poaching Crackdown Expands To Anma Island,"Authorities are expanding enforcement operations against illegal deer velvet harvesting on Anma Island in South Jeolla Province, where the sika deer population has grown to 937 from an initial 10 animals introduced in 1985 for velvet extraction purposes.",2026-07-01T08:54:31Z,TRUE
e868119f67a8eac9,http://www.beyondpost.co.kr/view.php?ud=2026061014131444426cf2d78c68_30,"대만 타이난시, ‘서울푸드 2026’서 독립부스 공개...한국 시장 공략 본...","또한 프리미엄 수출용 파인애플과 망고를 생산하는 뤼핀(Lvpin), 전통 녹용 원료에 바이오 기술을 접목한 기능성 제품을 개발하는 타이완 루롱(Taiwan Lurong)도 참가해 대만 농식품 산업의 경쟁력을 선보일 예정이다....",2026-06-10,beyondpost.co.kr,무역시장,Taiwan Tainan City Showcases Products at Seoul Food 2026,"Taiwan's Tainan City will participate in Seoul Food 2026 with independent booths, including companies producing premium export fruits and functional products using bio-technology in traditional deer velvet materials. The exhibition aims to promote Taiwan's agri-food industry competitiveness in the Korean market.",2026-07-01T08:54:31Z,TRUE
ccdc7b61b2a62437,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=67403,"약침, ‘K-메디컬 뷰티’ 글로벌 영토 확장 나선다","이와 관련 정철 원장(남상천한의원)은 “엔지켐생명과학은 녹용의 약리 성분을 화학적으로 합성한 면역조절제 ‘EC-18’ 연구개발을 통해 한·양방에 대한 깊은 이해도를 가진 기업인 만큼, 이번 공동연구를 통해 한의약...",2026-06-09,akomnews.com,건강제품,Herbal Acupuncture Expands Global K-Medical Beauty Territory,"A Korean herbal medicine clinic is collaborating with Engichem Life Sciences on joint research involving EC-18, an immune modulator synthesized from deer velvet pharmacological components. The partnership aims to combine traditional Korean medicine and Western medicine expertise for global expansion.",2026-07-01T08:54:31Z,TRUE
ecbdb8b183bffb7c,https://www.joongangenews.com/news/articleView.html?idxno=524555,"PDRN에 한방 더했다...엔지켐생명과학, 차세대 약침 소재 개발 나서",EC-18은 녹용 유래 약리 성분을 화학적으로 합성한 면역조절 물질로 알려져 있으며 회사는 이를 통해 양방과 한방을 아우르는 연구 경험을 축적해 왔다. 남상천한의원은 국내 약침 치료 분야에서 오랜 임상 경험을 보유한...,2026-06-09,joongangenews.com,건강제품,EnzyChem Develops Next-Generation Acupuncture Needle Material,"EnzyChem Life Science is developing advanced acupuncture needle materials by combining PDRN with EC-18, a deer velvet-derived immune-regulating substance synthesized chemically. The company aims to integrate Western and traditional Korean medicine approaches in acupuncture treatment research.",2026-07-01T08:54:31Z,TRUE
7d80e4617a85c173,http://www.jndn.com/article.php?aid=1780909751433914047,하지감자,"반면에 봄철에 왕성한 성장 활동을 보이는 뿔은 '녹용'이라고 한다. 사슴의 뿔은 가장 빠르게 성장하는 조직... 녹용과 녹각이 한약재로도 선호하는 이유이다. 빈혈이나 피로감, 체력 저하 및 면역력 강화 등에 녹용이 그...",2026-06-08,jndn.com,건강제품,Deer Velvet Benefits for Anemia and Fatigue Relief,"The article discusses deer velvet (green antler) as a traditional herbal medicine, highlighting its rapid growth properties and benefits for treating anemia, fatigue, and boosting immunity.",2026-07-01T08:54:31Z,TRUE
34287899de5a5062,https://www.sportschosun.com/life/2026-06-08/202606080100047170002910,주류로 올라선 '이중제형' 건기식…다음 타자는 물 없이 먹는 '파우더'?,"홍삼농축액을 주원료로 두뇌와 체력을 한번에 케어할 수 있는 '아이패스 에너지샷', 액상형 앰플과 환(丸)을 결합한 이중제형 형태로 새단장한 녹용 브랜드 천녹의 '천녹톤 부스터' 등을 잇따라 선보이며 젊은층이...",2026-06-08,sportschosun.com,건강제품,Dual-Form Health Supplements Gain Popularity Among Young Consumers,"Korean health supplement brands are increasingly launching innovative dual-form products combining different formats, such as ginseng energy shots and deer antler products in combined liquid and pill forms, targeting younger consumer demographics.",2026-07-01T08:54:31Z,TRUE
